he_test ['העומד' 'שפסלו' 'האקס']
העומד (HVMD):	haomed	['haomed', 'homed']
מקמר (MQMR):	mkamer	['mikmr']
להלות (LHLVT):	lhalot	['lhilaot', 'lhalot', 'lhilavt']
הסאונד (HSVND):	hsaund	['hasaund']
קבירוס (QVYRVS):	kviros	['kabayeros']
משבותיכם (MSVVTYCHM):	mishboteychem	['moshvuoteychem']
גם־קנאתם (GM_QNTM):	gam-kinatam	['gam-kinatam']
שבערוגה (SVRVGH):	shebaaroga	['shebaarugh']
לאונטס (LVNTS):	lontes	['leontes']
ומעוררין (VMVRRYN):	vmorrin	['vmorrin']
החדל (HCHDL):	hekadel	['hekhadel']
ודשוהי (VDSVHY):	vdishuhi	['vdashohi']
המתוילי (HMTVYLY):	hamatvili	['hmetavili']
בארטיגס (VRTYGS):	bartiges	['bartygas']
ורבוני (VRVVNY):	vriboni	['vriboni']
אידס (YDS):	ides	['eids']
האירוסים (HYRVSYM):	hairosim	['hirusim']
ותפיסו (VTFYSV):	vtfisu	['vtfisu']
מתפתלות (MTFTLVT):	mitpatlut	['mitpatlot']
ויקלקל (VYQLQL):	vikalkal	['vikalkel']
בחמורה (VCHMVRH):	bakhamura	['bakhamura']
ובפרשת (VVFRST):	vvfereshet	['uvfarashat']
ובשבחא (VVSVCH):	vvshivka	['uvishvaka']
וארשעו (VRSV):	varsho	['varshau']
בשי״ן (VSY_N):	bshin	['bshin']
סתווה (STVVH):	stavv	['satvv']
אבניירו (VNYYRV):	avnayyro	['eveniyaru']
ודבורין (VDVVRYN):	vdiburin	['vdiburin']
כמרע (CHMR):	kimra	['kmerea']
קמקשי (QMQSY):	kamakshi	['kamaksi']
ומחלט (VMCHLT):	vmkhalet	['umukhlat']
ושאלתי (VSLTY):	vshaalti	['vsaalti', 'vshaalti']
דחלפא (DCHLF):	dkhalpa	['dkhalpa']
ט״ותאמר (T_VTMR):	tolomer	['tvatomer']
ארלנגר (RLNGR):	arlanger	['erlanger']
ש״בקרבה (S_VQRVH):	sbakrabh	['sbkirbah']
לעטוף (LTVF):	lituf	['laatof']
וסדורין (VSDVRYN):	vsidurin	['vsidurin']
ה״אופנים (H_VFNYM):	hupanim	['haofanim']
חול (CHVL):	khol	['kuli', 'khuֺl', 'khuol', 'k,ol', 'khoul', 'kholh', 'khole', 'kulh', 'khule', 'khouli', 'khol', 'khula']
זנוני (ZNVNY):	znunei	['znuni', 'znunei']
הסרינת (HSRYNT):	hasreynet	['hasiryonot']
הקנטאורים (HQNTVRYM):	hkantorim	['hkentaurim']
יבהלך (YVHLCH):	yvahalekh	['yvaalakh']
אחוכי (CHVCHY):	akhoke	['akuki']
הטוחה (HTVCHH):	hatokh	['hatuakh']
נעבעכים (NVCHYM):	naavakim	['nebekim', 'nebekiim']
קרקרה (QRQRH):	karkara	['kirkr', 'kirkra']
ואסגא (VSG):	vasga	['vasga']
ומתעטרי (VMTTRY):	vmitatrei	['vmitatare']
ברגביך (VRGVYCH):	brigbicha	['birgavayikh']
העששית (HSSYT):	haashishit	['hasasit']
בשאלתן (VSLTN):	bisheltan	['bishelatan']
טבחוהו (TVCHVHV):	tivkhuhu	['tvakhuhu']
שמבלעת (SMVLT):	shemvalat	['shemublaat']
כמטוה (CHMTVH):	kimtuha	['kmatve']
קרוז (QRVZ):	kroz	['kruz']
ודבק (VDVQ):	vdbek	['vdibek', 'vdbek', 'vdabek', 'vdabak', 'vdabk', 'vdvak']
ותפקר (VTFQR):	vtifker	['vtafkar']
ואודאן (VVDN):	vodan	['vodan']
שיגמור (SYGMVR):	sheyigmor	['sheyigmor']
ישבתם (YSVTM):	yshabtam	['yshavtem']
בלחישאבטשא (VLCHYSVTS):	bilkhishaavtsa	['bilkhishabatsha']
יטיח (YTYCH):	yataiakh	['yatiakh', 'yataiakh', 'ytikh']
ולקין (VLQYN):	vlakin	['vlkayin']
לפתגמא (LFTGM):	lpitgama	['lpitgama']
ואגי (VGY):	vagi	['vagi']
ירחיקו (YRCHYQV):	yarkhiku	['yarkhiku']
פעלן (FLN):	phulan	['palan', 'paalan']
מצינו (MTZYNV):	matsinu	['mitsinu', 'matsinu']
כל־חבל (CHL_CHVL):	kal-khevel	['kal-khevel']
למקרביא (LMQRVY):	lmikravaya	['lmikarbaya']
מריונטות (MRYVNTVT):	maryonatot	['maryunetut']
וזיין (VZYYN):	vziyen	['vzeyin', 'vzayen', 'vzayayn', 'vzayin']
במהפכת (VMHFCHT):	bmaapeket	['bmapekhet']
מלבין (MLVYN):	malbin	['malbin']
ברן־יחד (VRN_YCHD):	beren-yakhad	['bran-yakhad']
וואני (VVNY):	vavani	['vavny']
נייט (NYYT):	nayyt	['nayyt', 'neyyt', 'nyyt']
קונפורמיזם (QVNFVRMYZM):	konpormizm	['konformizm']
חיזוריין (CHYZVRYYN):	khizuryayn	['khizoryayn']
שפררת (SFRRT):	shepararet	['shifrarth']
לסככא (LSCHCH):	lsakka	['lsakka']
חונה (CHVNH):	khona	['khon', 'kunh', 'khune', 'khone']
ממפרשי (MMFRSY):	mimfarshe	['mimifrse', 'mimfarshe']
טסרה (TSRH):	tesra	['teserh', 'tasar']
למקו (LMQV):	lmako	['lemko']
לליו (LLYV):	lliv	['llyo']
מכדך (MCHDCH):	mikadcha	['mikadekh']
הדרניא (HDRNY):	hadarnaya	['hadarnie']
בחשך (VCHSCH):	bkheshekh	['bakshekh', 'bakhoshekh', 'bkhoshekh', 'bkhoskh', 'bkhosekh', 'bakosekh', 'bhkhoshekh']
אמרי (MRY):	imri	['amri', 'amaray', 'amarei', 'amrei', 'meri', 'imre', 'amari', 'imri', 'mrye', 'omri', 'emeri', 'ameri', 'mray', 'emari', 'mri', 'mrei', 'emori', 'imrei', 'maray']
בסתימאה (VSTYMH):	bistima	['bistimaa']
קלוסטר (QLVSTR):	kloster	['kloster']
יפלל (YFLL):	yiflol	['yfalael']
מתבשלין (MTVSLYN):	mitbashlin	['mitbashlin']
קרוטנואידים (QRVTNVYDYM):	krotenoidim	['karotenoidim', 'karutenoidim']
ותהיו (VTHYV):	vtehyu	['vtihyu', 'vatihyu']
המימה (HMYMH):	hamema	['hamaym', 'hamayma']
אמפולה (MFVLH):	ampula	['ampula']
התופס (HTVFS):	htofes	['hatofes']
ליחזקיה (LYCHZQYH):	likhizkiyh	['likhizkiyh']
בפסגה (VFSGH):	bpasga	['bapisgh']
חובאה (CHVVH):	khova	['khovaah', 'khovah']
מצירי (MTZYRY):	mitsirei	['mtsiri']
וחברייא (VCHVRYY):	vkhavrayaya	['vkhavrayaya']
תרנם (TRNM):	tirnam	['tarnam']
ויחזקום (VYCHZQVM):	vikhazakum	['vaykhazakum']
כדלקמנוס (CHDLQMNVS):	kidlakmnus	['kdilkmnus']
דאתנטילו (DTNTYLV):	dhitntilu	['dhitntilu']
וההלכה (VHHLCHH):	vhahalaka	['vhahalakha']
מדגנת (MDGNT):	midagnat	['mdagnet']
שישמחנה (SYSMCHNH):	sheyishmkhenh	['sysamhkhenh']
לנזר (LNZR):	lnzar	['lanzer']
אריקסון (RYQSVN):	arison	['erikson']
הערט (HRT):	hart	['hert']
קופקבנה (QVFQVNH):	kopakbena	['kofakabana', 'kopakabana', 'kupakaban']
חזרן (CHZRN):	khazaran	['khizran', 'khizrn', 'khazran']
לאטן (LTN):	latn	['litan', 'litn']
וישתלהון (VYSTLHVN):	vyishhtalhon	['vyishhtalhon']
רודנינה (RVDNYNH):	rodnine	['rodnina']
מהמפי (MHMFY):	mehamape	['mehampi']
שצנועה (STZNVH):	shetsnua	['shetsnua']
עשאהו (SHV):	asaehu	['asaahu']
וליצבא (VLYTZV):	vlitsva	['vlyatsiva']
פרמיג׳אנו (FRMYJNV):	parmijano	['parmyjanv']
ואתנטרו (VTNTRV):	vitnatru	['vitntaru']
קרופינוס (QRVFYNVS):	krofinos	['krofinos']
כל־עצי־יער (CHL_TZY_YR):	kal-atse-yaar	['kal-atse-yaar']
השטנית (HSTNYT):	hashatanit	['hshatenyt', 'hshatenit']
ושבסופה (VSVSVFH):	vshebasufa	['vshebsofah']
וש״ע (VS_):	vsha	['vsa']
לאילימה (LYLYMH):	lilima	['leilima']
ילך׳ (YLCH_):	ylakh	['yelk']
למענהו (LMNHV):	lmaanahu	['lamanhu', 'lamaanehu']
הכהה (HCHHH):	hikh	['hke', 'hikhh', 'hakha', 'hakeh', 'hikh']
ולארז (VLRZ):	vlarez	['vlorez']
ועיבר (VYVR):	veyvar	['vivar']
באוויר (VVVYR):	buivyr	['baavuyr']
בקפוסטה (VQFVSTH):	bkafusth	['bkafusth']
מוטורי (MVTVRY):	motori	['motori']
וכונן (VCHVNN):	vkhonen	['vkhunen', 'vkhonen']
אקסיד (QSYD):	aksid	['eksid']
אלמנתא (LMNT):	alminta	['almnata']
ברלום (VRLVM):	berlum	['brelum']
חילאן (CHYLN):	kheylan	['khilan']
מזחילה (MZCHYLH):	mazkhila	['mazkheilh']
בקורא (VQVR):	bkura	['bkore']
סוכרלוז (SVCHRLVZ):	suchraloz	['sukraloz']
ושרת (VSRT):	vsarat	['vsret', 'vshrat', 'vsharth', 'vsarat', 'vsharat', 'vsert', 'vsheret']
אשר־חזה (SR_CHZH):	asher-khaza	['asher-khazh']
דאורחא (DVRCH):	dorka	['dorka', 'durka']
אב֣ל (V_L):	abi֣l	['ave֣l']
שתנתן (STNTN):	shetinaten	['shetinaten']
מקבוץ (MQVVTZ):	mikaibuts	['mikaibuts']
והזכרונות (VHZCHRVNVT):	vhazaakrunot	['vhazaikronot']
בעור־בשרם (VVR_VSRM):	bor-bhsaram	['bor-bhsaram']
דתושבחתי (DTVSVCHTY):	dtushbakhti	['dtushbakhte']
נפוצו (NFVTZV):	nfotso	['nafotsu', 'nfotsu']
קונה (QVNH):	kone	['kuna', 'konh', 'kon', 'kone', 'kune', 'konah', 'koni']
עשרההדבר (SRHHDVR):	esrhhadbar	['esrehdvr']
אמוניותם (MVNYVTM):	emunyotam	['emuniyutam']
קבוצות (QVVTZVT):	kvutsot	['kvutsot']
הולופרנס (HVLVFRNS):	holofrens	['holofernes']
שנרבע (SNRV):	shenirbe	['shenirba']
פרצוף (FRTZVF):	partsuf	['partsuf']
שמוליכן (SMVLYCHN):	shemolikhan	['shemolikhan']
את־הארן (T_HRN):	et-haaron	['et-haaron']
גוטלוב (GVTLVV):	gotalov	['gotlob']
ובהערב (VVHRV):	uvharev	['uvhaarev']
בנסורת (VNSVRT):	binsurat	['bnsoret']
לנידוייהון (LNYDVYYHVN):	lnidueyhon	['lniduyeyhon']
אתבנה (TVNH):	itbane	['atebineh']
ואנכי (VNCHY):	vanke	['vanoki', 'vanaki', 'vanki', 'vaaanoki']
בן־קוליה (VN_QVLYH):	ben-koleyha	['ben-kolaya', 'ben-k,olaya']
בטומרא (VTVMR):	btumra	['btumra']
בחנין (VCHNYN):	bakhanin	['bakhanin']
ולא־תוספי (VL_TVSFY):	vlo-tospi	['vlo-tosipi']
וספסלי (VSFSLY):	vsafslei	['vsafsalei']
מורייס (MVRYYS):	moryeys	['morayys']
מיסי (MYSY):	misi	['misi']
ולשנותה (VLSNVTH):	vlishnotah	['vlishnotah']
בחסידות (VCHSYDVT):	bakhasidut	['bakhasidut']
לתרפות (LTRFVT):	ltarpot	['ltarput']
והנשר (VHNSR):	vhanasar	['vhanesher']
שסבור (SSVVR):	shesibur	['shesavur']
ונתראים (VNTRYM):	vnitraim	['vnitraim']
תשימי (TSYMY):	tshimi	['tasimi']
שהכתנת (SHCHTNT):	shehikhtanat	['shehakutonet']
גדף (GDF):	gidaf	['gadaf']
את־עבדו (T_VDV):	et-avdo	['et-avadav', 'et-avdo']
ומקטרגן (VMQTRGN):	vmkatrgan	['vmkatrgan']
מווי (MVVY):	mavvei	['miuavi']
בהאבנאמיא (VHVNMY):	bhavnamaya	['bhavanamaya']
להועיל (LHVYL):	lhoil	['lhoil']
את־חסדך (T_CHSDCH):	et-khasdcha	['et-khasdkha']
שמושין (SMVSYN):	shemoshin	['shimushin']
התקיעה (HTQYH):	hatkia	['hatkia']
פאשה (FSH):	pase	['psh']
שפרחה (SFRCHH):	sheparkh	['sfreakh', 'sheparkh']
למשחו (LMSCHV):	lmishkhu	['lmashkho']
דגררא (DGRR):	dgarra	['dgarra']
אשתעי (STY):	ishhtei	['ishhtaei', 'ishhtai']
והזיז (VHZYZ):	vhizaiz	['vhazaiz']
לילותיו (LYLVTYV):	lilotav	['leylotav']
לבלו (LVLV):	lvalo	['lbelo', 'labelo', 'lvlo']
לבכירותיה (LVCHYRVTYH):	livkiruteh	['livkhiruteh']
מהנאותיו (MHNVTYV):	mehanotav	['mehanaotav']
ראמפורד (RMFVRD):	ramapurd	['ramford']
ל״וכתבתם (L_VCHTVTM):	lktavatam	['lukhtavtam']
בבריתו (VVRYTV):	bivriyato	['bivritv', 'bivrito', 'bivrit,o', 'bivriyato']
באמרו (VMRV):	bamro	['bamrv', 'bamro']
ויצטערון (VYTZTRVN):	vyitstarun	['vyitstaarun']
שמי־תכלת (SMY_TCHLT):	shmi-tikhlat	['shmey-tkelet']
טורפניתיים (TVRFNYTYYM):	torpenitiyim	['torpanitiyim']
הממ (HMM):	hmm	['hmma', 'hmmu']
המרקחה (HMRQCHH):	hamrukkhah	['hamerkakh']
וארופאקיס (VRVFQYS):	varopakis	['varufakis']
אטמן (TMN):	atman	['atman']
מלווטיא (MLVVTY):	malvavtaya	['milvavtaya']
ומפטרא (VMFTR):	vmiftra	['vmiftra']
מיטלטלין (MYTLTLYN):	mitaltlin	['mitaltlin']
תלוני (TLVNY):	tluni	['tlaueni']
הגדולה (HGDVLH):	hagdola	['hgdivlo', 'hgidol', 'hagdulh', 'hagdola', 'hagadola', 'hagdula', 'hgdula', 'hgdola']
מעטת (MTT):	maatat	['muetet']
להעמידו (LHMYDV):	lhaamido	['lhaamido']
דולקת (DVLQT):	doleket	['doleket']
באגרא (VGR):	bagra	['bagra']
ראוה (RVH):	rauha	['raauh', 'ruhh', 'raoha', 'rauha', 'ruha', 'raavh']
וברדן (VVRDN):	uvradan	['vvardan']
כל־שנאי (CHL_SNY):	kal-snei	['kal-sonai']
שבכן (SVCHN):	shebaken	['svken']
יקשון (YQSVN):	yiksun	['ykoshun']
ממסית (MMSYT):	mimsayat	['mimesit']
ולא־יטה (VL_YTH):	vlo-yta	['vlo-yitae']
בריחם (VRYCHM):	breykham	['brikhim']
ובוחר (VVVCHR):	vvokher	['vvokher']
שכוכת (SCHVCHT):	shekokhet	['skukhat']
והבינה (VHVYNH):	vhabina	['vhevina', 'vhabina']
סקרת (SQRT):	skarth	['sakeret', 'sakarth']
מעצור (MTZVR):	meatsor	['maatsor', 'matsor']
ידעיה (YDYH):	ydaya	['ydaya', 'yadeyh']
כחשכה (CHCHSCHH):	kakhashekha	['kakshek', 'kakhashekha']
וכגבר (VCHGVR):	vkgaver	['vkgever']
סתתין (STTYN):	statin	['satatin']
כדאשכחנא (CHDSCHCHN):	kidashkkhana	['kidashkakhna']
ששפת (SSFT):	sheshafat	['shesopat']
שבכים (SVCHYM):	sbakim	['svakiim']
כטביא (CHTVY):	ktavi	['ktavaya']
דסמכת (DSMCHT):	dismakat	['dsamakhtah']
ולפונדיסיון (VLFVNDYSYVN):	vlfundysyun	['vlfondisyon']
אשפטך (SFTCH):	eshpatekh	['eshptecha', 'esptecha']
ה׳קסקט (H_QSQT):	hkaskat	['hkasket']
ולסטוס (VLSTVS):	vlsatus	['vlastos']
בני־האדם (VNY_HDM):	bnei-haadam	['bney-haadam', 'bnei-haadam']
ויחידה (VYCHYDH):	vikhida	['vikhida', 'vikhid']
נשחקים (NSCHQYM):	nishkhakim	['nishkhakim']
בגללכון (VGLLCHVN):	bgalalkhon	['biglalkhon']
ומפירי (VMFYRY):	vmfirei	['vmiperei']
דקי (DQY):	dkay	['dkayi', 'deki']
לווג׳ריאנה (LVVJRYNH):	luujerayana	['luavjerayana']
ואת־עיבל (VT_YVL):	vet-ayevel	['vet-eyval']
הסרט (HSRT):	hsart	['haseret']
דאתחפיאו (DTCHFYV):	dhitkhapiu	['ditkhapiu']
קנטר (QNTR):	kanter	['kuntar', 'kintr', 'kinter']
ממגדבורג (MMGDVVRG):	mimegdaburg	['mmagdeburg']
ויחבקהו (VYCHVQHV):	viakhbaku	['vaykhabkehu']
דלערב (DLRV):	dilerev	['dlaerev']
כשחזרתי (CHSCHZRTY):	ksheakhazarti	['ksheakhzarti']
רחקתי (RCHQTY):	rakhakti	['rakhakti']
בכל (VCHL):	bkal	['bikal', 'bkli', 'bakhal', 'bakal', 'bkֿl', 'bkׇl', 'bkle', 'bkl', 'bkla', 'bkal', 'bekol', 'bkhal', 'bakl', 'bklo', 'bakol', 'bkol']
כחזקת (CHCHZQT):	kkhezkat	['kkhezkat']
בנאמני (VNMNY):	bneemni	['bneemnei']
בדיחותיה (VDYCHVTYH):	bdikhuteyh	['bdikhuteyh']
דמדבחי (DMDVCHY):	dmadbkhei	['dmidbkhi']
דפשטין (DFSTYN):	dpashtin	['dpashtin', 'difshatin']
הערכתי (HRCHTY):	heerakhtai	['haarakhati']
והירקות (VHYRQVT):	vhayrakot	['vhayrakot']
ויערבב (VYRVV):	viarbev	['viarbav']
קמרון (QMRVN):	kamrun	['kimrun', 'kimron', 'kameron', 'kamerun']
ואבאיש (VVYS):	vaavish	['vavish']
שמלאכות (SMLCHVT):	shemlakhot	['shemlakhot']
ויתפזרו (VYTFZRV):	vyitpazru	['vyitpazaru']
רוונזורי (RVVNZVRY):	ravvanzuri	['rvevnzuri']
לדחלא (LDCHL):	ldakhala	['ldakhala']
ש״נאראינה (S_NRYNH):	snaraina	['snarayanh']
ת֭ו (T_V):	t֭v	['t֭v']
ועכובים (VCHVVYM):	vikovim	['vikuvim']
שיותרו (SYVTRV):	sheyotru	['sheyiuatru']
מבשם (MVSM):	mibshem	['mvusoam', 'mivsam']
מטל (MTL):	mtal	['mutaal', 'mutl', 'mtlh', 'matail', 'mitaal', 'mital', 'mutal', 'matel', 'metal']
דוחל (DVCHL):	dokhel	['duakhl']
מאריכי (MRYCHY):	maariki	['maarike']
זכ֣ר (ZCH_R):	zake֣r	['zakha֣r']
שהצפרים (SHTZFRYM):	shehatsparim	['shehatsiporim']
בארצך (VRTZCH):	bartscha	['bartsecha', 'bartsekh', 'bartscha', 'bartskha']
וישטמני (VYSTMNY):	vaystameni	['vayistmeni']
ואת־האמרי (VT_HMRY):	vet-haamri	['vet-haemori']
במי (VMY):	bmei	['bmei', 'bmay', 'bmaya', 'bmi']
מדודיה (MDVDYH):	mdudeha	['midodeha']
תיוהא (TYVH):	tiuha	['tiyuha']
יד־יהודה (YD_YHVDH):	yad-yhudh	['yad-yhudh']
בפריים (VFRYYM):	bifriim	['bafreim']
מלולבו (MLVLVV):	milulavo	['milulavo']
המצס (HMTZS):	hmetses	['hmatses']
פוע (FV):	poa	['poa', 'foahh', 'fua', 'fue']
פורש (FVRS):	pores	['fors', 'furas', 'poresh', 'foresh', 'foras', 'furso', 'puras', 'poras', 'pores', 'pors', 'pours', 'fures', 'porash']
מאוי (MVY):	meoi	['muay', 'meaui', 'maavay']
מ״ו (M_V):	muh	['muh', 'mo']
האינטרנציונל (HYNTRNTZYVNL):	hinterntsyonel	['hainternatsyonal']
ואשדות (VSDVT):	vashdut	['vashdot']
אוטאגאווה (VTGVVH):	utagauv	['utagaavv', 'utagauav']
וליטבלו (VLYTVLV):	vlitblu	['vlitblu']
בחידו (VCHYDV):	bkhidu	['bkhedu', 'bkhidu', 'bkheydu']
קיימה (QYYMH):	kayyma	['keyyma']
חמרם (CHMRM):	khamaram	['khomarim']
את־פניכם (T_FNYCHM):	et-pneychem	['et-pneychem']
דתפול (DTFVL):	dtaful	['dtipol']
הגיתא (HGYT):	hagita	['hgita']
ללמודי (LLMVDY):	lilmude	['llimude']
שהקפידה (SHQFYDH):	shehikpida	['shehikpida']
ויעצמהו (VYTZMHV):	vayaatsmehu	['vayaatsimehu']
במאצ׳טות (VMTSHTVT):	bmachetot	['bmachetot']
יפאן (YFN):	ypan	['ypan']
והקברנים (VHQVRNYM):	vhakaivranim	['vhakaavranim']
שמכסים (SMCHSYM):	shemkasim	['shemkasim']
על־האדמה (L_HDMH):	al-haadama	['al-haadama']
חלוצה (CHLVTZH):	khalutsa	['khalutsa']
להשתנצר (LHSTNTZR):	lhishhtantser	['lhstantser']
חמודת (CHMVDT):	khamudat	['khamudat', 'khamudot']
אנטיביוטיקות (NTYVYVTYQVT):	antibyotiut	['antibyotikot']
הוג׳ריאנה (HVJRYNH):	hujerayana	['hvajerayana']
ואל־ישבי (VL_YSVY):	vel-yoshbei	['vel-yoshbei']
מסתיה (MSTYH):	mistayh	['mistya', 'mistayeh']
בלי־עון (VLY_VN):	bli-aon	['bli-aavn']
הרכה (HRCHH):	harakh	['hrkh', 'hrakh', 'harakh']
בישעיהו (VYSYHV):	bishayhu	['bishayahu']
מחוותא (MCHVVT):	makavavta	['makhvauta', 'makavavta']
מתערבין (MTRVYN):	mitarvin	['mitarbin']
החייתם (HCHYYTM):	hakhayaytam	['hakhiyitem']
ואזכרות (VZCHRVT):	vizkrut	['vazkarot']
אחרה (CHRH):	akre	['ikhara', 'ekr']
עול֖ם (VL_M):	ole֖m	['ola֖m']
בבירורא (VVYRVR):	bbirura	['bvirura']
בושנאק (VVSNQ):	busnak	['busnak']
וזמזומה (VZMZVMH):	vzimzuma	['vzimzumah']
הברזלים (HVRZLYM):	hbarzlim	['habarzilim', 'habarzelim']
מקצה (MQTZH):	miktse	['mktse', 'mktsha', 'miktse', 'mikaatsa', 'mikats', 'mikaatse', 'muktse', 'makts', 'muktsh', 'maktse', 'mukatsa', 'mikatse', 'mikts', 'mkets', 'mkts', 'mktsa', 'mikaatsh', 'mkatse']
ומלטטך (VMLTTCH):	vmlataatcha	['vmlattakh']
רנשי (RNSY):	rensi	['rensi']
מאפשרותו (MFSRVTV):	meafsharuto	['meefsharuto']
נלוים (NLVYM):	nilvim	['nlvim', 'nilvim']
כמנוע (CHMNV):	kimnua	['kamanoa']
רחו (RCHV):	rkho	['rkho']
האוסטרו (HVSTRV):	hostru	['hostro']
טורזינא (TVRZYN):	turzina	['turzina']
זבחו (ZVCHV):	zivko	['zibeku', 'zivku', 'zivko', 'zvku', 'zibkhu']
מדרכיכם (MDRCHYCHM):	midrakeychem	['midarkechem', 'midarkeychem']
הברק (HVRQ):	habrak	['huvrak', 'hbarak', 'hbark', 'habarak', 'hivrak']
לשמונה (LSMVNH):	lishmuna	['lishmona', 'lismune', 'lishmone', 'lishhmuֺna']
פודולסקי (FVDVLSQY):	podolski	['podolski']
בדיניהם (VDYNYHM):	bdineihem	['bdineihem']
מהלומה (MHLVMH):	mehaloma	['mahaluma']
ל״עזורה (L_ZVRH):	lazora	['lazura']
ויסגיר (VYSGYR):	vyasgir	['vyasgir']
זרק (ZRQ):	zarek	['zerek', 'zrak', 'zrok', 'zorak', 'zarak', 'zarkh']
בבעירך (VVYRCH):	bivirakh	['bivirakh']
הסתר (HSTR):	haster	['hestr', 'hisater', 'hsetr', 'hester', 'hseter', 'hastr', 'haster']
ובצמצום (VVTZMTZVM):	vvtsamtsum	['vvtsimtsum']
כי־ידבר (CHY_YDVR):	ki-ydaber	['ki-ydaber']
על־חלליהם (L_CHLLYHM):	al-khalalehem	['al-khalleyhem']
האבנט (HVNT):	haavnet	['haavnet']
אשכחינהו (SCHCHYNHV):	ashkkhinahu	['ashkkhinhu']
מיקרוסופט (MYQRVSVFT):	mikrosuofet	['maykrosoft']
ומעדב (VMDV):	vmeadav	['vmeadav']
שהמצרים (SHMTZRYM):	shehamitsrim	['sehamitsrim', 'shehamitsraim', 'shehamtsarim']
קרירו (QRYRV):	kriru	['kriru']
דשריאת (DSRYT):	dshariat	['dishriat', 'dshareyat']
הלזבזות (HLZVZVT):	hlazbzut	['hlazbazot']
הרמאים (HRMYM):	haramaim	['haramaim']
עד־קצו (D_QTZV):	ad-ktso	['ad-kitso']
מבכרים (MVCHRYM):	mvakarim	['mbakrim']
ניג׳ס (NYJS):	nijes	['nijes']
אביני (VYNY):	avinei	['evyonei']
האוקסיבוש (HVQSYVVS):	hoksivus	['hoksibush']
ואת־גולן (VT_GVLN):	vet-golan	['vet-golan']
המפ (HMF):	hmaph	['hmpe', 'hmpo', 'hemp', 'hmf', 'hmpa']
פתר (FTR):	patar	['ptar', 'patar']
ראש־חמור (RS_CHMVR):	rosh-khamor	['rosh-khamor']
והקליסין (VHQLYSYN):	vhakalisin	['vhakalisin']
למלמדי (LMLMDY):	lmilmedi	['limlamdei']
מגבה (MGVH):	migabh	['migabh', 'mgֺba', 'mgube', 'mgabh', 'mgabe', 'magbe', 'mgav', 'migbah', 'migovh', 'magbehh', 'mgbh', 'migvah', 'migabah', 'mgov', 'migovah', 'mgbeha']
ורחימוי (VRCHYMVY):	vrkhimoi	['vrkhimoi']
וגידופא (VGYDVF):	vgidufa	['vgidufa']
יחלקו (YCHLQV):	ykhalku	['yakhlku', 'yakhalku', 'yakhaloku', 'ykhalku', 'yakhlkv']
יורידו (YVRYDV):	yoridu	['yoridu']
המתכלל (HMTCHLL):	hamitkalel	['hmitkall']
עוניך (VNYCH):	aoneicha	['auneicha', 'auֺneicha', 'aoneycha']
ונשתפה (VNSTFH):	vnishhtapa	['vnishhtape', 'vnishhtaph']
הפוכי (HFVCHY):	hafuke	['hafuke', 'hifuki']
ומדשנין (VMDSNYN):	vmidshanin	['vmdashnin']
מהגגות (MHGGVT):	mehagagot	['mehagagut', 'mehaggut']
בטבת (VTVT):	btevet	['btevet']
פעמונים (FMVNYM):	pamonim	['paamonim']
בהרגל (VHRGL):	bhargal	['bhergel']
בהשבעה (VHSVH):	bhashbaa	['bahasba']
פרקליטא (FRQLYT):	praklita	['praklita']
לדמם (LDMM):	ldamem	['ldmem', 'ldamam', 'ldamem']
תליתתא (TLYTT):	tlitata	['tlitata']
בלשצר (VLSTZR):	blastsar	['belshatsar']
נשתון (NSTVN):	nishtun	['nishhtvan']
למחאה (LMCHH):	limkhaa	['lmakhaa', 'limkhaa', 'lmikhaa', 'limkoh']
ולפרנסא (VLFRNS):	vlfarnasa	['vlfarnasa']
יעשה־לי (YSH_LY):	yaase-li	['yaase-li']
קליען (QLYN):	klian	['klian']
למשאלה (LMSLH):	limshalh	['lamisl']
רחמן (RCHMN):	rakhaman	['rakhman', 'rakhaman']
כשהרע (CHSHR):	ksheera	['kshehara']
ליחל (LYCHL):	leykhal	['lykhel', 'lyakel', 'lyakhel']
ובכופרניא (VVCHVFRNY):	vvkofranaya	['vvkhufranaya']
להשכירו (LHSCHYRV):	lhaskiro	['lhaskiro']
אי־פעם (Y_FM):	ei-paam	['ei-paam']
סאסי (SSY):	sasi	['sasi']
דאצטריכו (DTZTRYCHV):	dhitstriku	['dhitstriku']
תבניות (TVNYVT):	tavniot	['tavniyot']
כארי (CHRY):	kari	['kaari', 'kari', 'khari']
סוסלן (SVSLN):	suslan	['soslan']
במסירם (VMSYRM):	bimsiram	['bimsiram']
ששורה (SSVRH):	sheshora	['sheshora', 'shhshura', 'sheshore', 'sshore', 'shsore']
יתלקטו (YTLQTV):	yitlakatu	['yitlakatu']
ואת־עיני (VT_YNY):	vet-eynei	['vet-eynei']
ואת־הקשות (VT_HQSVT):	vet-hakashot	['vet-hakahsavֺt', 'vet-hakahsavt']
להציע (LHTZY):	lhatsia	['lhatsia', 'lhatsi']
סתיו (STYV):	stav	['stav']
דושסעת (DVSST):	dushsaat	['divshosaat']
דקמטא (DQMT):	dkamta	['dkamta']
ומעבירים (VMVYRYM):	vmaavirim	['vmaavirim']
